generated_token_index,token_id,token_text,prediction_position,cosine_similarity
0,14196,``,63,0.030877334997057915
1,4077,"`
",64,0.0291333869099617
2,567,##,65,0.03977999463677406
3,15166, Step,66,0.028603358194231987
4,220, ,67,0.028571274131536484
5,16,1,68,0.053003497421741486
6,25,:,69,0.03728873282670975
7,31001, Determine,70,0.05837484449148178
8,279, the,71,0.08011151105165482
9,10687, locations,72,0.046472515910863876
10,315, of,73,0.37373465299606323
11,2794, OR,74,0.11472755670547485
12,54,W,75,0.07829708606004715
13,19659,ELL,76,0.04790787026286125
14,69461, HOUSE,77,0.03200806304812431
15,48797, BUILD,78,0.03425987437367439
16,1753,ING,79,0.05394979938864708
17,323, and,80,0.062407441437244415
18,11659, PS,81,0.09458157420158386
19,220, ,82,0.06586264818906784
20,24,9,83,0.04833076149225235
21,69878, SAR,84,0.0332050547003746
22,31023,AH,85,0.050917625427246094
23,3651, AND,86,0.03941221535205841
24,643,ER,87,0.08039335161447525
25,2770,SON,88,0.08001205325126648
26,304, in,89,0.06824040412902832
27,29890, Manhattan,90,0.09175519645214081
28,627,".
",91,0.09034880995750427
29,1271,To,92,0.06268855184316635
30,4320, answer,93,0.04607488587498665
31,420, this,94,0.016647670418024063
32,3488, question,95,0.02308332361280918
33,11,",",96,0.05504162237048149
34,584, we,97,0.047475893050432205
35,1176, first,98,0.04677322879433632
36,1205, need,99,0.04637369140982628
37,311, to,100,0.06033492833375931
38,5813, establish,101,0.08777208626270294
39,279, the,102,0.0987786203622818
40,10687, locations,103,0.08190099895000458
41,315, of,104,0.4210001528263092
42,2225, both,105,0.10151312500238419
43,2794, OR,106,0.0611044205725193
44,54,W,107,0.08182539790868759
45,19659,ELL,108,0.0831357017159462
46,69461, HOUSE,109,0.06306169182062149
47,48797, BUILD,110,0.017244482412934303
48,1753,ING,111,0.06996975839138031
49,323, and,112,0.06166972219944
50,11659, PS,113,0.07493259012699127
51,220, ,114,0.05857044830918312
52,24,9,115,0.03463433310389519
53,69878, SAR,116,0.047486573457717896
54,31023,AH,117,0.04360305145382881
55,3651, AND,118,0.04970793053507805
56,643,ER,119,0.05614602938294411
57,2770,SON,120,0.00795834045857191
58,2949, within,121,0.06130119785666466
59,29890, Manhattan,122,0.08478233963251114
60,13,.,123,0.07392971217632294
61,1115, This,124,0.05950883775949478
62,3094, step,125,0.043797772377729416
63,18065, involves,126,0.028765719383955002
64,25607, identifying,127,0.085604228079319
65,872, their,128,0.13790355622768402
66,14564, addresses,129,0.10394271463155746
67,477, or,130,0.16193872690200806
68,45968, approximate,131,0.0852862000465393
69,10687, locations,132,0.10577920824289322
70,389, on,133,0.358258455991745
71,264, a,134,0.06267688423395157
72,2472, map,135,0.05255453661084175
73,382,".

",136,0.10252128541469574
74,567,##,137,0.04347488284111023
75,15166, Step,138,0.013960433192551136
76,220, ,139,0.08824771642684937
77,17,2,140,0.04382459074258804
78,25,:,141,0.058601804077625275
79,24702, Compare,142,0.09176335483789444
80,279, the,143,0.10414617508649826
81,10687, locations,144,0.08344700187444687
82,311, to,145,0.3519459366798401
83,8417, determine,146,0.07008707523345947
84,872, their,147,0.08158715069293976
85,8844, relative,148,0.11037388443946838
86,10093, positions,149,0.12259289622306824
87,627,".
",150,0.20727621018886566
88,12805,Once,151,0.06469914317131042
89,584, we,152,0.07184088975191116
90,617, have,153,0.08040153235197067
91,279, the,154,0.08577487617731094
92,10687, locations,155,0.09650663286447525
93,315, of,156,0.3904663920402527
94,2225, both,157,0.12945157289505005
95,14016, buildings,158,0.07996773719787598
96,11,",",159,0.11964073032140732
97,584, we,160,0.06822545826435089
98,649, can,161,0.06451287120580673
99,9616, compare,162,0.08017200976610184
100,1124, them,163,0.10615973174571991
101,311, to,164,0.09702551364898682
102,8417, determine,165,0.07661940157413483
103,422, if,166,0.07741547375917435
104,832, one,167,0.07076193392276764
105,374, is,168,0.08180798590183258
106,10007, south,169,0.06693306565284729
107,315, of,170,0.07758688181638718
108,279, the,171,0.059819988906383514
109,1023, other,172,0.05437915772199631
110,13,.,173,0.06095178425312042
111,1115, This,174,0.05254967138171196
112,18065, involves,175,0.04282417893409729
113,8830, understanding,176,0.0769655629992485
114,279, the,177,0.05696422979235649
115,54242, geography,178,0.061662863940000534
116,315, of,179,0.15473385155200958
117,29890, Manhattan,180,0.06060587987303734
118,11,",",181,0.0654446929693222
119,2737, including,182,0.061469703912734985
120,1202, its,183,0.06507165729999542
121,5950, grid,184,0.029347065836191177
122,1887, system,185,0.04546595737338066
123,323, and,186,0.07005425542593002
124,279, the,187,0.04032545164227486
125,18445, directions,188,0.04225856810808182
126,315, of,189,0.12489303201436996
127,1202, its,190,0.03834442421793938
128,73234, avenues,191,0.021727412939071655
129,323, and,192,0.05638618394732475
130,14708, streets,193,0.021270984783768654
131,382,".

",194,0.0868082121014595
132,567,##,195,0.03305821493268013
133,15166, Step,196,0.04394589364528656
134,220, ,197,0.08421964198350906
135,18,3,198,0.0550612173974514
136,25,:,199,0.04204440489411354
137,21194, Apply,200,0.0765450969338417
138,6677, knowledge,201,0.048069972544908524
139,315, of,202,0.06675975769758224
140,29890, Manhattan,203,0.043536633253097534
141,596,'s,204,0.06947082281112671
142,5950, grid,205,0.03564518317580223
143,1887, system,206,0.05236506089568138
144,627,".
",207,0.06343615055084229
145,1692,Man,208,0.03617990389466286
146,26405,hattan,209,0.0399729460477829
147,596,'s,210,0.030145563185214996
148,5950, grid,211,-0.006121333222836256
149,1887, system,212,0.030478585511446
150,374, is,213,0.02547026425600052
151,17057, organized,214,0.017377158626914024
152,449, with,215,0.047419752925634384
153,73234, avenues,216,0.005857153795659542
154,4401, running,217,0.012533903121948242
155,10411, north,218,0.010137642733752728
156,1355,-s,219,0.017814140766859055
157,2969,outh,220,0.03361427038908005
158,323, and,221,0.003995668608695269
159,14708, streets,222,0.007029274012893438
160,4401, running,223,0.012554846704006195
161,11226, east,224,0.01675974577665329
162,38702,-west,225,0.018668849021196365
163,13,.,226,0.0008278060704469681
164,58733, Knowing,227,0.03398590534925461
165,279, the,228,0.05352730304002762
166,14564, addresses,229,0.048923708498477936
167,477, or,230,0.1330970972776413
168,279, the,231,0.06282923370599747
169,18585, closest,232,0.04582159221172333
170,65357, intersections,233,0.04949704185128212
171,311, to,234,0.15345722436904907
172,2225, both,235,0.07588827610015869
173,10687, locations,236,0.058115940541028976
174,649, can,237,0.317687064409256
175,1520, help,238,0.07779436558485031
176,304, in,239,0.06371685117483139
177,26679, determining,240,0.08162575215101242
178,872, their,241,0.07112780213356018
179,8844, relative,242,0.10356659442186356
180,10411, north,243,0.0949377790093422
181,1355,-s,244,0.060622602701187134
182,2969,outh,245,0.0544535256922245
183,10093, positions,246,0.06756054610013962
184,382,".

",247,0.19229944050312042
185,567,##,248,0.009127386845648289
186,15166, Step,249,0.03652753680944443
187,220, ,250,0.012997010722756386
188,19,4,251,0.04805029556155205
189,25,:,252,0.04567261040210724
190,7557, Make,253,0.07538288831710815
191,264, a,254,0.053144052624702454
192,17102, conclusion,255,0.05653238669037819
193,3196, based,256,0.10229183733463287
194,389, on,257,0.05772172659635544
195,279, the,258,0.06958611309528351
196,12593, comparison,259,0.07481911778450012
197,627,".
",260,0.0994090586900711
198,2409,With,261,0.05691271275281906
199,279, the,262,0.06945213675498962
200,3230, specific,263,0.07582470029592514
201,10687, locations,264,0.1046547144651413
202,11054, identified,265,0.3337274491786957
203,323, and,266,0.1353352665901184
204,872, their,267,0.06336245685815811
205,10093, positions,268,0.1134277731180191
206,8844, relative,269,0.18780693411827087
