generated_token_index,token_id,token_text,prediction_position,cosine_similarity
0,1271,To,53,-0.013791116885840893
1,4320, answer,54,-0.012664569541811943
2,420, this,55,-0.015235631726682186
3,3488, question,56,-0.024093028157949448
4,11,",",57,-0.02667141705751419
5,584, we,58,-0.018978295847773552
6,1205, need,59,-0.009627396240830421
7,311, to,60,-0.00823417492210865
8,5813, establish,61,0.004985728766769171
9,279, the,62,0.015348735265433788
10,7342, birth,63,0.047353602945804596
11,13003, dates,64,0.0038970198947936296
12,315, of,65,-0.009611627086997032
13,2225, both,66,-0.012036614120006561
14,48740, Wid,67,-0.002692447043955326
15,3178,uk,68,-0.00751258572563529
16,485,ind,69,-0.004681948106735945
17,323, and,70,-0.015287203714251518
18,112656, 石,71,-0.01850898750126362
19,101701,川,72,-0.02889595925807953
20,103232,河,73,-0.021274685859680176
21,36668,主,74,-0.00709773413836956
22,320, (,75,-0.006803308613598347
23,40,I,76,-0.022349128499627113
24,939,sh,77,-0.010325432755053043
25,1609,ik,78,-0.012678122147917747
26,14406,awa,79,-0.009519627317786217
27,51616, Kaw,80,0.0015907138586044312
28,5770,ano,81,0.01095630880445242
29,8,),82,0.020175982266664505
30,311, to,83,-0.008079883642494678
31,9616, compare,84,0.018457740545272827
32,1124, them,85,0.01713942550122738
33,382,".

",86,0.00731173250824213
34,16,1,87,-0.00029228348284959793
35,13,.,88,-0.023422693833708763
36,3146, **,89,-0.00335567444562912
37,54,W,90,0.004298180341720581
38,307,id,91,-0.01275795977562666
39,3178,uk,92,-0.013620629906654358
40,485,ind,93,-0.0012103728950023651
41,96618,**:,94,0.003267827210947871
42,48740, Wid,95,-0.009071321226656437
43,3178,uk,96,-0.008082461543381214
44,485,ind,97,0.0022649492602795362
45,574, was,98,0.003679935820400715
46,264, a,99,0.000904349610209465
47,42108, medieval,100,-0.0038289304357022047
48,328, S,101,0.002123406622558832
49,52936,axon,102,0.0033695679157972336
50,7808, leader,103,0.0002976928371936083
51,11,",",104,0.01229453831911087
52,323, and,105,0.001686008763499558
53,13970, historical,106,0.0034472609404474497
54,7576, records,107,-0.006903422996401787
55,13519, indicate,108,-0.009103380143642426
56,568, he,109,0.0021817300003021955
57,574, was,110,0.04215330258011818
58,4642, active,111,0.017034735530614853
59,304, in,112,0.0033165859058499336
60,279, the,113,-0.0005476619116961956
61,220, ,114,-0.0008819664362818003
62,23,8,115,-0.0030730897560715675
63,339,th,116,-0.02993495762348175
64,9478, century,117,-0.004249154590070248
65,13,.,118,-0.010659855790436268
66,45863, Specifically,119,-0.005688462406396866
67,11,",",120,-0.01097724586725235
68,568, he,121,0.0013427948579192162
69,374, is,122,0.01745026744902134
70,3967, known,123,-0.017797792330384254
71,369, for,124,0.000615561380982399
72,6522, leading,125,0.011275533586740494
73,279, the,126,0.010093745775520802
74,68027, Sax,127,0.011205922812223434
75,2439,ons,128,0.0023895343765616417
76,2403, against,129,0.010207614861428738
77,279, the,130,0.0026743398047983646
78,9454, Frank,131,0.011670362204313278
79,819,ish,132,0.004715908318758011
80,21080, Empire,133,0.009402217343449593
81,11,",",134,-0.007045231759548187
82,8104, particularly,135,-0.007017513737082481
83,2391, during,136,-0.0021907296031713486
84,279, the,137,0.0010490021668374538
85,31402, reign,138,0.041349925100803375
86,315, of,139,0.02306022308766842
87,4969, Char,140,-0.004559013061225414
88,3516,lem,141,-0.0077402968890964985
89,24812,agne,142,0.0006076977588236332
90,13,.,143,-0.0012669293209910393
91,48740, Wid,144,-0.006066382396966219
92,3178,uk,145,-0.011659412644803524
93,485,ind,146,-0.0018547181971371174
94,596,'s,147,-0.009267691522836685
95,4839, exact,148,0.04194395989179611
96,7342, birth,149,0.037255387753248215
97,2457, date,150,-0.00445172656327486
98,374, is,151,-0.02196779102087021
99,539, not,152,-0.01695265993475914
100,3967, known,153,-0.009648512117564678
101,11,",",154,-0.004005912691354752
102,719, but,155,-0.019000284373760223
103,2728, given,156,0.008796105161309242
104,813, his,157,0.019828522577881813
105,7640, activities,158,0.04371798783540726
106,11,",",159,0.006354206707328558
107,433, it,160,0.010326056741178036
108,374, is,161,0.0034340692218393087
109,13240, estimated,162,0.006647659000009298
110,311, to,163,0.017664168030023575
111,387, be,164,-0.012340114451944828
112,36113, sometime,165,-0.031133092939853668
113,304, in,166,-0.022569436579942703
114,279, the,167,-0.020214581862092018
115,4216, early,168,-0.01632762886583805
116,311, to,169,0.008234873414039612
117,5209, mid,170,-0.013269713148474693
118,12,-,171,0.006849891506135464
119,23,8,172,-0.01433801930397749
120,339,th,173,-0.02907334454357624
121,9478, century,174,0.004153359681367874
122,382,".

",175,-0.01127748005092144
123,17,2,176,-0.016017714515328407
124,13,.,177,-0.026018140837550163
125,3146, **,178,-0.011373729445040226
126,102465,石,179,-0.020708823576569557
127,101701,川,180,-0.0310494564473629
128,103232,河,181,-0.022596467286348343
129,36668,主,182,-0.014369293116033077
130,320, (,183,-0.006575584411621094
131,40,I,184,-0.020018214359879494
132,939,sh,185,-0.030609451234340668
133,1609,ik,186,-0.023494942113757133
134,14406,awa,187,-0.01924407109618187
135,51616, Kaw,188,-0.011008979752659798
136,5770,ano,189,-0.01126987673342228
137,33395,)**,190,-0.009045504964888096
138,25,:,191,-0.008173167705535889
139,1115, This,192,-0.009573852643370628
140,836, name,193,-0.006244307849556208
141,1587, does,194,-0.014110191725194454
142,539, not,195,-0.03675651550292969
143,8024, correspond,196,-0.007805439177900553
144,311, to,197,-0.00045639555901288986
145,264, a,198,0.009680173359811306
146,13882, widely,199,0.0037353558000177145
147,15324, recognized,200,-0.0075782788917422295
148,13970, historical,201,-0.0008190460503101349
149,7216, figure,202,-0.014721091836690903
150,304, in,203,-0.004276062361896038
151,6498, English,204,-0.020006505772471428
