generated_token_index,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity,count
0,0.029148451145738365,0.02462180145084858,0.03194674849510193,20
1,0.04163987636566162,0.024256467819213867,0.059571124613285065,20
2,0.04229734232649207,0.017374619841575623,0.07582204788923264,20
3,0.04586286759003997,0.01663435809314251,0.07984711974859238,20
4,0.05556579753756523,0.019091252237558365,0.09277796000242233,20
5,0.05244505275040865,0.010679494589567184,0.11294390261173248,20
6,0.043951379228383304,0.013090681284666061,0.07918277382850647,20
7,0.08980261641554535,0.008928795345127583,0.4764103591442108,20
8,0.06394893408287317,0.0018706046976149082,0.13140958547592163,20
9,0.08124138955026865,0.02038387767970562,0.40308111906051636,20
10,0.09210292659699917,0.020956257358193398,0.3886241912841797,20
11,0.13069534618407488,0.020990785211324692,0.47048768401145935,20
12,0.11929220715537667,0.009213026612997055,0.4100486934185028,20
13,0.07256336528807879,0.022992469370365143,0.15140359103679657,20
14,0.08822466870769859,0.024200260639190674,0.45947688817977905,20
15,0.09013085854239762,0.006293725222349167,0.38858887553215027,20
16,0.0765639954712242,-0.0023823073133826256,0.20352372527122498,20
17,0.05929276854731143,-0.0005115391686558723,0.11105182766914368,20
18,0.056033031456172465,0.013428932055830956,0.10216502845287323,20
19,0.07036785254022107,0.0009790693875402212,0.38975775241851807,20
20,0.05384128645528108,-0.011777241714298725,0.09382888674736023,20
21,0.0730249936459586,0.0016830689273774624,0.37222519516944885,20
22,0.06865670923143626,-0.010131295770406723,0.1022714152932167,20
23,0.06420116201043129,0.013605620712041855,0.11019354313611984,20
24,0.08179298066534102,-0.0038214577361941338,0.3457411527633667,20
25,0.05779664169531316,-0.007287035696208477,0.10454440861940384,20
26,0.08522608608473092,0.001974083948880434,0.3155520558357239,20
27,0.05471342837117845,0.00011422441457398236,0.09175519645214081,20
28,0.07192854406312107,0.02633819915354252,0.3583675026893616,20
29,0.0663472500629723,0.012059090659022331,0.14907656610012054,20
30,0.0747658560052514,0.022828644141554832,0.32159632444381714,20
31,0.07430444806814193,0.005874929949641228,0.39612483978271484,20
32,0.08102387730032205,0.01646035723388195,0.3276664912700653,20
33,0.0625859200488776,0.014170642010867596,0.17029434442520142,20
34,0.08196113351732492,0.01592528447508812,0.37060174345970154,20
35,0.07109891241416336,0.017368074506521225,0.36662212014198303,20
36,0.06041740914806724,0.008991306647658348,0.14682209491729736,20
37,0.07187356557697058,0.016563601791858673,0.35957035422325134,20
38,0.08065412729047239,0.01411264669150114,0.3693520724773407,20
39,0.059354085568338634,0.015981601551175117,0.0987786203622818,20
40,0.050576351629570124,-0.003953129053115845,0.09579051285982132,20
41,0.10848471391946077,0.05396762862801552,0.4210001528263092,20
42,0.09427818171679973,0.04529019072651863,0.37759289145469666,20
43,0.07882799999788404,0.017859432846307755,0.23989100754261017,20
44,0.09019579272717237,0.02484850212931633,0.3562125265598297,20
45,0.09027232183143497,0.01591509021818638,0.3537440598011017,20
46,0.0766239607706666,0.01435374841094017,0.3756282925605774,20
47,0.06360251768492162,0.012865833006799221,0.42249059677124023,20
48,0.05644353632815182,0.014344858936965466,0.12247388064861298,20
49,0.06537020411342383,0.020450560376048088,0.1577211171388626,20
50,0.056134961126372215,-0.01744293048977852,0.1677761673927307,20
51,0.07631680243648589,0.015092645771801472,0.40279799699783325,20
52,0.06810347931459546,0.011220796033740044,0.1502070426940918,20
53,0.06933293049223721,0.0017143720760941505,0.13039708137512207,20
54,0.06618504053913057,-0.0033896910026669502,0.1189347580075264,20
55,0.06956731509417295,0.008585665374994278,0.24729272723197937,20
56,0.112648615706712,0.024869823828339577,0.4189283847808838,20
57,0.08301799749024212,0.00795834045857191,0.32531973719596863,20
58,0.05851578339934349,-0.019259590655565262,0.14627578854560852,20
59,0.0660871161147952,-0.003385680727660656,0.3200037479400635,20
60,0.059615065390244124,-0.010804596357047558,0.11322309076786041,20
61,0.06766010615974664,0.033125441521406174,0.15001675486564636,20
62,0.12035580556839705,0.015587985515594482,0.4552970826625824,20
63,0.09421010697260498,0.02724592201411724,0.46086207032203674,20
64,0.06700395308434963,0.026068247854709625,0.1703013777732849,20
65,0.06794311627745628,0.014109943062067032,0.16960035264492035,20
66,0.05650389046641067,-0.0036870611365884542,0.13437125086784363,20
67,0.0549783512018621,0.02062295563519001,0.16193872690200806,20
68,0.06263309963978828,-0.006589516066014767,0.11117198318243027,20
