generated_token_index,case_count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
0,10,-0.0068123971577733755,-0.0107675576582551,-0.0016671675257384777
1,10,-0.0014933382160961628,-0.006658692378550768,0.004610385280102491
2,10,-0.003715522144921124,-0.00940532423555851,0.001509395893663168
3,10,-0.010183584457263351,-0.01518026553094387,-0.0063867997378110886
4,10,-0.018332524970173836,-0.02217200957238674,-0.015735099092125893
5,10,0.0021146876038983463,-0.002324800007045269,0.00926286168396473
6,10,-0.0022465371526777743,-0.009261463768780231,0.001626232173293829
7,10,0.01575029259547591,0.008063613437116146,0.022088978439569473
8,10,0.05324251353740692,0.04170287400484085,0.06477686762809753
9,10,0.08968787714838981,0.06093449145555496,0.1142098680138588
10,10,0.16516660153865814,0.11828957498073578,0.20417587459087372
11,10,0.14397031664848328,0.003545271698385477,0.1893438845872879
12,10,-0.004652019683271646,-0.029320193454623222,0.052885934710502625
13,10,0.05553844878450036,0.009265712462365627,0.06901606917381287
14,10,0.0016538588155526669,-0.005026362370699644,0.018228843808174133
15,10,0.0002766680787317455,-0.01861543208360672,0.01232915185391903
16,10,-0.013821511645801365,-0.028134822845458984,0.0035365046933293343
17,10,-0.01196054999018088,-0.026667611673474312,0.010480990633368492
18,10,-0.015949395834468305,-0.036164652556180954,0.0014522690325975418
19,10,-0.013050637417472899,-0.028437647968530655,0.0009328715968877077
20,10,-0.011824433272704483,-0.03109743632376194,0.00490938313305378
21,10,-0.005564739706460387,-0.023066822439432144,0.04509759694337845
22,10,-0.0016234993934631347,-0.030619997531175613,0.051752954721450806
23,10,-0.013459123903885484,-0.030485372990369797,0.0063866619020700455
24,10,0.013088264665566385,-0.0148556437343359,0.1746242493391037
25,10,-0.007521400775294751,-0.03253759443759918,0.0038652278017252684
26,10,-0.010174640675541014,-0.025169972330331802,0.002729384694248438
27,10,-0.013741649338044226,-0.03442772105336189,0.00149567611515522
28,10,-0.010103832581080496,-0.028211049735546112,0.018242795020341873
29,10,0.0038810605416074394,-0.022307295352220535,0.07112916558980942
30,10,0.016825279826298355,-0.025387460365891457,0.08184955269098282
31,10,0.007061428355518729,-0.012020598165690899,0.03377645090222359
32,10,-0.0027206221129745245,-0.025462035089731216,0.010029012337327003
33,10,-0.011177913309074939,-0.033947769552469254,0.0261857733130455
34,10,0.0065592705272138115,-0.02350752241909504,0.03237273544073105
35,10,0.014113396313041449,-0.012719661928713322,0.07171875983476639
36,10,-0.002138519659638405,-0.026657745242118835,0.03792842850089073
37,10,0.02809616457670927,-0.02692960947751999,0.2100917100906372
38,10,-0.005808642180636525,-0.03547905758023262,0.03503881394863129
39,10,-0.0018019464332610369,-0.04217485710978508,0.03356095775961876
40,10,0.009076165617443621,-0.026777353137731552,0.03311119228601456
41,10,0.026308737904764713,-0.018295008689165115,0.07269605994224548
42,10,0.021305267699062824,-0.009496272541582584,0.085568368434906
43,10,0.007974384957924486,-0.014132176525890827,0.08168690651655197
44,10,0.010088550206273795,-0.034004226326942444,0.06397826969623566
45,10,0.01702571539208293,-0.029289426282048225,0.08205662667751312
46,10,0.025274392729625107,-0.013948492705821991,0.13161082565784454
47,10,0.029731998732313514,-0.034433744847774506,0.1264854371547699
48,10,0.018643967667594553,-0.0075457338243722916,0.05085333436727524
49,10,0.010399273387156427,-0.022921616211533546,0.08985154330730438
50,10,0.019596417155116796,-0.021861953660845757,0.16577939689159393
51,10,-0.0025283779948949816,-0.039797618985176086,0.025342151522636414
52,10,0.005719577660784125,-0.043148286640644073,0.0650782436132431
53,10,0.006010300479829311,-0.04395323991775513,0.030210644006729126
54,10,0.001640880951890722,-0.011345933191478252,0.020551741123199463
55,10,0.0029169606976211073,-0.01654946245253086,0.03199723735451698
56,10,0.008107601734809577,-0.028383880853652954,0.09365123510360718
57,10,0.03189061037264764,-0.03146842494606972,0.14744572341442108
58,10,0.02174823423847556,-0.01857632026076317,0.08003098517656326
59,10,0.01628748041111976,-0.023580532521009445,0.06277936697006226
60,10,0.0045556919649243355,-0.03411433845758438,0.050046466290950775
61,10,-0.00742160570807755,-0.02947867289185524,0.02110513485968113
62,10,-0.0016027802135795354,-0.023250382393598557,0.05068986117839813
63,10,0.002170166838914156,-0.03447458893060684,0.10218734294176102
64,10,0.02393923499621451,-0.022360138595104218,0.23557443916797638
65,10,0.03419893500395119,-0.03862228989601135,0.23320892453193665
66,10,-0.01013758429326117,-0.0288293045014143,0.006694335490465164
67,10,0.009398500400129706,-0.017302338033914566,0.0782344788312912
68,10,0.014132617134600877,-0.019494105130434036,0.07479185611009598
69,10,0.009417785261757673,-0.015206482261419296,0.08304592967033386
